family,year,quantity,unit,index_to_1940,method,source_title,source_url,locator
Coal Mine,1820,396513027184865.0,t output,3.625026002319123e-06,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1821,353723851589376.0,t output,4.0635372122770814e-06,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1822,315552212928651.94,t output,4.555094133117051e-06,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1823,281499815850020.44,t output,5.1061135847037915e-06,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1824,251122137880593.8,t output,5.723788615111508e-06,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1825,224022626598515.34,t output,6.416182399197577e-06,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1826,199847523008747.47,t output,7.1923334958747045e-06,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1827,178281243547371.84,t output,8.062373838117612e-06,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1828,159042260430748.97,t output,9.03766099595442e-06,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1829,141879426571315.66,t output,1.013092643901342e-05,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1830,126568697085202.44,t output,1.1356441734055368e-05,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1831,112910204593993.56,t output,1.2730204847045935e-05,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1832,100725650141404.31,t output,1.4270148981769235e-05,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1833,89855975665713.2,t output,1.5996376681176804e-05,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1834,80159287644233.36,t output,1.7931422247448193e-05,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1835,71509004804927.61,t output,2.0100545906413696e-05,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1836,63792205725259.164,t output,2.2532063556383095e-05,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1837,56908154747713.21,t output,2.5257716405945565e-05,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1838,50766986969183.01,t output,2.8313085326019628e-05,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1839,45288535137976.21,t output,3.17380553251349e-05,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1840,40401283144669.42,t output,3.5577336211239935e-05,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1841,36041432445604.375,t output,3.9881046236793155e-05,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1842,32152069232049.945,t output,4.470536634608265e-05,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1843,28682421473195.64,t output,5.011327356536683e-05,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1844,25587196134361.58,t output,5.617536310956443e-05,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1845,22825987918423.277,t output,6.297076993733432e-05,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1846,20362751812118.605,t output,7.058820178459252e-05,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1847,18165332551818.04,t output,7.912709716176095e-05,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1848,16205044866370.049,t output,8.869892343132881e-05,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1849,14456299017481.193,t output,9.942863191092505e-05,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1850,12896266749407.684,t output,0.00011145628899692405,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1851,11504583287241.389,t output,0.00012493890460139065,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1852,10263081493654.188,t output,0.0001400524817709137,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1853,9155554713763.447,t output,0.00015699431424320167,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1854,8167545212278.184,t output,0.00017598556193391154,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1855,7286155441169.027,t output,0.00019727413797430407,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1856,6499879674136.398,t output,0.0002211379449873247,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1857,5798453810020.96,t output,0.00024788850284869463,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1858,5172721384479.13,t output,0.000277875015290069,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1859,4614514040830.303,t output,0.0003114889284299967,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1860,4116544899733.508,t output,0.0003491690407400769,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1861,3672313435733.489,t output,0.00039140723115218304,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1862,3276020618927.7163,t output,0.0004387548800818826,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1863,2922493214007.459,t output,0.000491830067188562,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1864,2607116248467.086,t output,0.0005513256398323396,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1865,2325772768416.681,t output,0.0006180182575539936,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1866,2074790095565.9602,t output,0.0006927785306452024,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1867,1850891883814.2378,t output,0.000776582385158735,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1868,1651155349589.6797,t output,0.0008705238027182595,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1869,1472973117619.5703,t output,0.000975829101434178,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1870,1314019184063.5017,t output,0.0010938729443496027,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1871,1172218552689.7427,t output,0.0012261962843918932,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1872,1045720147723.2236,t output,0.001374526480084461,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1873,932872649767.4801,t output,0.0015407998446108069,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1874,832202939360.9175,t output,0.0017271869225879207,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1875,742396866768.0127,t output,0.001936120824513879,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1876,662282096972.9034,t output,0.00217032898876959,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1877,590812805932.662,t output,0.0024328687857981695,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1878,527056028314.0294,t output,0.0027271674292414965,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1879,470179478495.9687,t output,0.003057066715036839,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1880,419440685852.51886,t output,0.0034268731725009723,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1881,374177302487.1391,t output,0.0038414142820777032,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1882,333798456895.00183,t output,0.00430610149361936,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1883,297777040683.311,t output,0.004827000867847509,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1884,265642827659.9321,t output,0.005410912263151643,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1885,236976335466.41425,t output,0.006065458101436116,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1886,211403349624.71487,t output,0.00679918287177113,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1887,188590038514.13412,t output,0.007621664670775702,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1888,168238595509.01175,t output,0.008543640235788892,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1889,150083351389.33423,t output,0.009577145103021418,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1890,133887306275.37727,t output,0.010735670720322398,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1891,119439035814.00563,t output,0.012034340565522687,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1892,106549931229.76042,t output,0.01349010756941656,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1893,95051737212.16037,t output,0.015121975420555663,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1894,84794355498.61789,t output,0.01695124664078417,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1895,75643885480.78143,t output,0.019001800669911282,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1896,67480876256.23667,t output,0.02130040558965862,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1897,60198767307.721924,t output,0.02387706755614958,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1898,53702497454.370636,t output,0.026765422502457996,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1899,47907263916.1292,t output,0.030003175224529527,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1900,42737415292.08648,t output,0.033632591582335516,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1901,38125464001.57355,t output,0.03770105024148901,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1902,34011205296.367775,t output,0.04226166115779816,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1903,30340931343.52233,t output,0.04737395887849955,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1904,27066730119.401215,t output,0.053104679710576114,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1905,24145859962.6313,t output,0.05952863290137161,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1906,21540191621.340153,t output,0.06672967720395688,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1907,19215710511.12359,t output,0.07480181557540329,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1908,17142072686.182196,t output,0.08385042229823432,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1909,15292208727.241669,t output,0.09399361854398848,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1910,13641970375.381058,t output,0.10536381433559999,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1911,12169815298.901089,t output,0.11810943703748707,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1912,10856525878.156366,t output,0.13239686893718308,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1913,9684958337.348125,t output,0.14841261921184234,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1914,8639818948.425667,t output,0.1663657586326297,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1915,7707464385.645919,t output,0.18649064878980265,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1916,6875723624.604991,t output,0.20905000146598848,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1917,6133739060.798697,t output,0.2343383080949387,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1918,5471824773.6621475,t output,0.26268568407416515,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1919,4881340085.85688,t output,0.29446217811539477,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1920,4354576767.239231,t output,0.33008260288741836,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1921,3884658411.0623355,t output,0.3700119500108964,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1922,3465450668.861364,t output,0.41477146009285965,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1923,3091481172.221648,t output,0.4649454270395766,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1924,2757868096.0826216,t output,0.5211888254717834,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1925,2460256431.0377345,t output,0.584235860811112,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1926,2194761132.72431,t output,0.6549095536511659,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1927,1957916406.1713269,t output,0.734132483528323,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1928,1746630463.059313,t output,0.8229388323422331,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1929,1558145161.2903225,t output,0.9224878846416967,geometric backcast from 1930-1940,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric backcast from 1930-1931
Coal Mine,1930,1390000000.0,t output,1.0340791610096438,anchor,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,"Coal table, 1930 world total = 1,390,000,000 long tons, converted to the published annual world series anchor."
Coal Mine,1931,1240000000.0,t output,1.1591693820995201,anchor,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,"Coal table, 1931 world total."
Coal Mine,1932,1110000000.0,t output,1.294927958381446,anchor,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,"Coal table, 1932 world total."
Coal Mine,1933,1173020902.595622,t output,1.2253575623612845,geometric interpolation between 1932-1935,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric interpolation between 1932-1935
Coal Mine,1934,1239619853.9876106,t output,1.1595248568984045,geometric interpolation between 1932-1935,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,geometric interpolation between 1932-1935
