family,year,quantity,unit,source_title,source_url,locator
Iron Mine,1950,247915445.74719998,t output,Statistical Summary of the Mineral Industry 1950-1955,https://nora.nerc.ac.uk/id/eprint/535280/1/SS_1950_1955.pdf,"Iron ore table, 1950 world total."
Iron Mine,1951,293637556.6432,t output,Statistical Summary of the Mineral Industry 1950-1955,https://nora.nerc.ac.uk/id/eprint/535280/1/SS_1950_1955.pdf,"Iron ore table, 1951 world total."
Iron Mine,1952,303798025.7312,t output,Statistical Summary of the Mineral Industry 1950-1955,https://nora.nerc.ac.uk/id/eprint/535280/1/SS_1950_1955.pdf,"Iron ore table, 1952 world total."
Iron Mine,1953,341391761.35679996,t output,Statistical Summary of the Mineral Industry 1950-1955,https://nora.nerc.ac.uk/id/eprint/535280/1/SS_1950_1955.pdf,"Iron ore table, 1953 world total."
Iron Mine,1954,306846166.4576,t output,Statistical Summary of the Mineral Industry 1950-1955,https://nora.nerc.ac.uk/id/eprint/535280/1/SS_1950_1955.pdf,"Iron ore table, 1954 world total."
Iron Mine,1955,373905262.4384,t output,Statistical Summary of the Mineral Industry 1950-1955,https://nora.nerc.ac.uk/id/eprint/535280/1/SS_1950_1955.pdf,"Iron ore table, 1955 world total."
Iron Mine,2023,2522000000.0,t output,World Steel in Figures 2025,https://worldsteel.org/wp-content/uploads/World-Steel-in-Figures-2025-1.pdf,"Trade in iron ore, actual weight, 2023 world total = 2,522.0 Mt."
Land Economy,1968,825481390454.681,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1968.
Land Economy,1969,847588991565.049,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1969.
Land Economy,1970,892542622795.78,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1970.
Land Economy,1971,910775894665.224,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1971.
Land Economy,1972,912593860158.635,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1972.
Land Economy,1973,959990777233.733,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1973.
Land Economy,1974,989260645407.96,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1974.
Land Economy,1975,1023824505329.46,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1975.
Land Economy,1976,1036616659349.82,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1976.
Land Economy,1977,1063309985702.17,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1977.
Land Economy,1978,1080604088119.25,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1978.
Land Economy,1979,1094261004950.0,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1979.
Land Economy,1980,1118003224267.35,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1980.
Land Economy,1981,1167050970632.16,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1981.
Land Economy,1982,1229055656971.3,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1982.
Land Economy,1983,1276549018815.8,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1983.
Land Economy,1984,1351302327279.07,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1984.
Land Economy,1985,1388157318868.12,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1985.
Land Economy,1986,1420590632653.25,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1986.
Land Economy,1987,1453996424629.79,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1987.
Land Economy,1988,1527955656115.52,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1988.
Land Economy,1989,1568800232989.34,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1989.
Land Economy,1990,1633965705466.46,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1990.
Land Economy,1991,1649087134014.3,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1991.
Land Economy,1992,1701322050439.1,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1992.
Land Economy,1993,1715476168052.37,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1993.
Land Economy,1994,1744365589510.97,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1994.
Land Economy,1995,1774960564184.09,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1995.
Land Economy,1996,1866097408561.71,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1996.
Land Economy,1997,1893257998529.75,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1997.
Land Economy,1998,1936424860679.91,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1998.
Land Economy,1999,1994519782311.61,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 1999.
Land Economy,2000,2038989104089.79,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2000.
Land Economy,2001,2087628140913.28,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2001.
Land Economy,2002,2139828360016.46,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2002.
Land Economy,2003,2188046252035.09,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2003.
Land Economy,2004,2281267380491.17,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2004.
Land Economy,2005,2351774091935.36,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2005.
Land Economy,2006,2434726456930.65,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2006.
Land Economy,2007,2494656852891.16,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2007.
Land Economy,2008,2582132319727.9,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2008.
Land Economy,2009,2632282914359.29,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2009.
Land Economy,2010,2720568912300.6,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2010.
Land Economy,2011,2842977639713.81,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2011.
Land Economy,2012,2896489440369.86,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2012.
Land Economy,2013,3014032109106.8,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2013.
Land Economy,2014,3106209393258.91,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2014.
Land Economy,2015,3174250015051.45,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2015.
Land Economy,2016,3240168330439.3,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2016.
Land Economy,2017,3372267728601.66,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2017.
Land Economy,2018,3447977801513.56,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2018.
Land Economy,2019,3556383032519.58,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2019.
Land Economy,2020,3626693856819.2,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2020.
Land Economy,2021,3770015178931.17,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2021.
Land Economy,2022,3892671869624.73,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2022.
Land Economy,2023,3991592816456.03,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2023.
Land Economy,2024,4101242673601.5,constant 2015 US$,"World Bank, Agriculture, forestry, and fishing, value added (constant 2015 US$)",https://api.worldbank.org/v2/country/WLD/indicator/NV.AGR.TOTL.KD?format=json&per_page=200,World aggregate annual value added; year 2024.
Lead Mine,1930,1666316.930432,t output,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,"Lead table, 1930 world total = 1,640,000 long tons."
Lead Mine,1931,1361502.8577919998,t output,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,"Lead table, 1931 world total."
Lead Mine,1932,1198935.3523839999,t output,Statistical Summary of the Mineral Industry 1930-1932,https://nora.nerc.ac.uk/id/eprint/535282/1/SS_1930_1932.pdf,"Lead table, 1932 world total."
Lead Mine,1935,1391984.2650559999,t output,Statistical Summary of the Mineral Industry 1935-1937,https://nora.nerc.ac.uk/id/eprint/535283/1/SS_1935_1937.pdf,"Lead table, 1935 world total."
Lead Mine,1936,1513909.8941119998,t output,Statistical Summary of the Mineral Industry 1935-1937,https://nora.nerc.ac.uk/id/eprint/535283/1/SS_1935_1937.pdf,"Lead table, 1936 world total."
Lead Mine,1937,1676477.39952,t output,Statistical Summary of the Mineral Industry 1935-1937,https://nora.nerc.ac.uk/id/eprint/535283/1/SS_1935_1937.pdf,"Lead table, 1937 world total."
Lead Mine,1945,1200967.4462016,t output,Statistical Summary of the Mineral Industry 1945-1951,https://nora.nerc.ac.uk/id/eprint/535285/1/SS_1945_1951.pdf,"Lead table, 1945 world total."
Lead Mine,1946,1174550.2265728,t output,Statistical Summary of the Mineral Industry 1945-1951,https://nora.nerc.ac.uk/id/eprint/535285/1/SS_1945_1951.pdf,"Lead table, 1946 world total."
Lead Mine,1947,1400112.6403263998,t output,Statistical Summary of the Mineral Industry 1945-1951,https://nora.nerc.ac.uk/id/eprint/535285/1/SS_1945_1951.pdf,"Lead table, 1947 world total."
Lead Mine,1948,1448882.8919487998,t output,Statistical Summary of the Mineral Industry 1945-1951,https://nora.nerc.ac.uk/id/eprint/535285/1/SS_1945_1951.pdf,"Lead table, 1948 world total."
Lead Mine,1949,1565728.2864607999,t output,Statistical Summary of the Mineral Industry 1945-1951,https://nora.nerc.ac.uk/id/eprint/535285/1/SS_1945_1951.pdf,"Lead table, 1949 world total."
Lead Mine,1950,1666316.930432,t output,Statistical Summary of the Mineral Industry 1950-1955,https://nora.nerc.ac.uk/id/eprint/535280/1/SS_1950_1955.pdf,"Lead table, 1950 world total."
Lead Mine,1951,1721183.4635072,t output,Statistical Summary of the Mineral Industry 1950-1955,https://nora.nerc.ac.uk/id/eprint/535280/1/SS_1950_1955.pdf,"Lead table, 1951 world total."
Lead Mine,1952,1859365.843104,t output,Statistical Summary of the Mineral Industry 1950-1955,https://nora.nerc.ac.uk/id/eprint/535280/1/SS_1950_1955.pdf,"Lead table, 1952 world total."
Lead Mine,1953,1933537.2674464,t output,Statistical Summary of the Mineral Industry 1950-1955,https://nora.nerc.ac.uk/id/eprint/535280/1/SS_1950_1955.pdf,"Lead table, 1953 world total."
Lead Mine,1954,2060543.1310464,t output,Statistical Summary of the Mineral Industry 1950-1955,https://nora.nerc.ac.uk/id/eprint/535280/1/SS_1950_1955.pdf,"Lead table, 1954 world total."
Lead Mine,1955,2124554.0863007996,t output,Statistical Summary of the Mineral Industry 1950-1955,https://nora.nerc.ac.uk/id/eprint/535280/1/SS_1950_1955.pdf,"Lead table, 1955 world total."
Lead Mine,2019,4896049.0,t output,World Mining Data 2025,https://www.world-mining-data.info/wmd/downloads/PDF/WMD2025.pdf,"Lead table, 2019 world total."
Lead Mine,2020,4692777.0,t output,World Mining Data 2025,https://www.world-mining-data.info/wmd/downloads/PDF/WMD2025.pdf,"Lead table, 2020 world total."
Lead Mine,2021,4597548.0,t output,World Mining Data 2025,https://www.world-mining-data.info/wmd/downloads/PDF/WMD2025.pdf,"Lead table, 2021 world total."
Lead Mine,2022,4691012.0,t output,World Mining Data 2025,https://www.world-mining-data.info/wmd/downloads/PDF/WMD2025.pdf,"Lead table, 2022 world total."
Lead Mine,2023,4704599.0,t output,World Mining Data 2025,https://www.world-mining-data.info/wmd/downloads/PDF/WMD2025.pdf,"Lead table, 2023 world total."
Sulfur Mine,1950,1.0,index,Statistical Summary of the Mineral Industry 1950-1955,https://nora.nerc.ac.uk/id/eprint/535280/1/SS_1950_1955.pdf,Synthetic 1950 base index used until a fuller annual sulfur reference series is added.
Sulfur Mine,2019,81997309.0,t output,World Mining Data 2025,https://www.world-mining-data.info/wmd/downloads/PDF/WMD2025.pdf,"Sulfur table, 2019 world total."
Sulfur Mine,2020,79339055.0,t output,World Mining Data 2025,https://www.world-mining-data.info/wmd/downloads/PDF/WMD2025.pdf,"Sulfur table, 2020 world total."
Sulfur Mine,2021,78586878.0,t output,World Mining Data 2025,https://www.world-mining-data.info/wmd/downloads/PDF/WMD2025.pdf,"Sulfur table, 2021 world total."
Sulfur Mine,2022,82165519.0,t output,World Mining Data 2025,https://www.world-mining-data.info/wmd/downloads/PDF/WMD2025.pdf,"Sulfur table, 2022 world total."
Sulfur Mine,2023,82745314.0,t output,World Mining Data 2025,https://www.world-mining-data.info/wmd/downloads/PDF/WMD2025.pdf,"Sulfur table, 2023 world total."
Forestry,1949,1400000000,m3 output,Yearbook of forest products statistics - 1950,https://www.fao.org/4/x5357e/x5357e0b.htm,"The 1950 Yearbook estimates the world output of roundwood for 1949 at around 1,400 million m3."
Forestry,1961,2515974889.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1961.
Forestry,1962,2526832421.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1962.
Forestry,1963,2550688280.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1963.
Forestry,1964,2624086293.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1964.
Forestry,1965,2645396186.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1965.
Forestry,1966,2679478220.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1966.
Forestry,1967,2710650705.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1967.
Forestry,1968,2737382671.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1968.
Forestry,1969,2763116631.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1969.
Forestry,1970,2818893308.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1970.
Forestry,1971,2846882784.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1971.
Forestry,1972,2854264910.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1972.
Forestry,1973,2924477348.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1973.
Forestry,1974,2935761885.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1974.
Forestry,1975,2885903412.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1975.
Forestry,1976,2984514340.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1976.
Forestry,1977,3001268766.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1977.
Forestry,1978,3054902344.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1978.
Forestry,1979,3120085277.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1979.
Forestry,1980,3129074849.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1980.
Forestry,1981,3116455738.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1981.
Forestry,1982,3117363257.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1982.
Forestry,1983,3202923408.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1983.
Forestry,1984,3288759134.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1984.
Forestry,1985,3295359395.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1985.
Forestry,1986,3373371435.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1986.
Forestry,1987,3429108270.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1987.
Forestry,1988,3466078103.000000,m3 output,FAOSTAT Forestry_E_All_Data_(Normalized),http://fenixservices.fao.org/faostat/static/bulkdownloads/Forestry_E_All_Data_(Normalized).zip,Area=World; Item=Roundwood; Element=Production; Year=1988.
